InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode
INV1000256,2024-04-05 04:23:05,STR021,PRD0048,Accessories,2,8845.59,15,536.97,New,Card
INV1000257,2024-04-24 08:06:05,STR040,PRD0084,Shoes,3,1981.64,0,1698.37,Returning,Digital
INV1000258,2024-12-17 23:07:05,STR006,PRD0115,Shoes,3,1523.35,5,2019.19,New,Cash
INV1000259,2025-10-27 18:34:05,STR036,PRD0077,Accessories,6,6120.08,15,1916.73,New,Card
INV1000260,2024-07-23 01:04:05,STR013,PRD0096,Shoes,2,3620.61,15,873.32,New,Card
INV1000261,2024-10-09 20:04:05,STR005,PRD0068,Accessories,5,8920.63,0,129.57,Returning,Card
INV1000262,2024-01-28 17:56:05,STR049,PRD0061,Accessories,1,9558.19,0,2194.24,Returning,Card
INV1000263,2025-01-04 19:20:05,STR019,PRD0081,Shoes,5,5930.93,5,1291.24,New,Card
INV1000264,2025-07-13 04:28:05,STR033,PRD0027,Clothing,5,4884.41,0,238.14,Returning,Card
INV1000265,2025-02-06 19:09:05,STR028,PRD0094,Shoes,3,7664.68,0,807.79,Returning,Digital
INV1000266,2024-05-06 01:02:05,STR048,PRD0023,Clothing,4,1037.49,10,808.55,Returning,Digital
INV1000267,2024-03-20 06:37:05,STR017,PRD0022,Clothing,3,2173.41,20,1568.98,Returning,Card
INV1000268,2025-04-12 01:12:05,STR034,PRD0009,Clothing,3,1683.27,10,1072.98,Returning,Card
INV1000269,2024-03-17 21:27:05,STR024,PRD0021,Clothing,3,1648.02,5,1371.98,New,Digital
INV1000270,2023-12-27 02:31:05,STR016,PRD0006,Clothing,5,2622.94,0,1320.87,Returning,Card
INV1000271,2025-04-18 04:37:05,STR047,PRD0041,Accessories,1,2931.2,0,1195.77,New,Digital
INV1000272,2024-10-03 22:45:05,STR003,PRD0052,Accessories,5,968.59,0,491.11,New,Cash
INV1000273,2025-07-18 01:29:05,STR037,PRD0101,Shoes,1,2988.15,5,127.79,Returning,Card
INV1000274,2025-09-02 07:24:05,STR010,PRD0001,Clothing,1,4695.79,5,1064.5,Returning,Cash
INV1000275,2025-05-15 21:06:05,STR043,PRD0049,Accessories,2,8535.36,0,1426.66,Returning,Digital
INV1000276,2025-05-06 00:24:05,STR010,PRD0092,Shoes,2,2814.74,0,1056.41,Returning,Digital
INV1000277,2025-07-19 02:43:05,STR038,PRD0013,Clothing,4,2774.42,0,158.67,Returning,Cash
INV1000278,2024-10-19 23:08:05,STR017,PRD0109,Shoes,4,3068.06,10,1077.84,Returning,Cash
INV1000279,2024-10-06 23:47:05,STR050,PRD0075,Accessories,5,1357.04,5,1133.12,Returning,Card
INV1000280,2025-11-03 02:42:05,STR008,PRD0012,Clothing,4,1209.27,15,1139.08,New,Cash
INV1000281,2023-12-22 00:34:05,STR033,PRD0007,Clothing,6,3547.33,30,1622.93,Returning,Digital
INV1000282,2024-04-01 21:32:05,STR009,PRD0016,Clothing,5,553.81,30,1285.43,Returning,Card
INV1000283,2023-12-12 18:52:05,STR042,PRD0011,Clothing,4,3120.46,15,465.69,New,Digital
INV1000284,2025-02-06 07:26:05,STR008,PRD0006,Clothing,5,4740.26,20,1136.65,New,Card
INV1000285,2025-08-10 03:19:05,STR014,PRD0024,Clothing,3,1737.42,0,386.87,New,Card
INV1000286,2024-06-12 04:36:05,STR036,PRD0062,Accessories,3,891.5,0,1200.07,New,Digital
INV1000287,2025-03-26 02:30:05,STR035,PRD0102,Shoes,3,940.62,10,1400.31,Returning,Card
INV1000288,2023-12-21 08:31:05,STR021,PRD0050,Accessories,4,2923.23,5,642.81,Returning,Digital
INV1000289,2024-01-17 05:54:05,STR015,PRD0021,Clothing,3,950.6,0,1733.4,Returning,Digital
INV1000290,2025-07-17 18:25:05,STR012,PRD0031,Clothing,7,3166.34,10,1833.63,Returning,Card
INV1000291,2024-10-01 20:11:05,STR013,PRD0108,Shoes,2,7913.64,5,1067.42,New,Card
INV1000292,2024-04-01 23:25:05,STR002,PRD0068,Accessories,2,4936.49,10,150.15,Returning,Digital
INV1000293,2024-03-13 07:13:05,STR021,PRD0008,Clothing,4,598.61,20,274.37,Returning,Card
INV1000294,2024-04-30 05:07:05,STR043,PRD0051,Accessories,3,5984.36,0,750.82,Returning,Card
INV1000295,2024-11-19 21:22:05,STR012,PRD0091,Shoes,7,7774.95,20,332.21,Returning,Card
INV1000296,2025-06-23 17:51:05,STR047,PRD0001,Clothing,3,4769.55,0,1550.91,Returning,Digital
INV1000297,2024-10-25 04:44:05,STR040,PRD0029,Clothing,3,3378.41,5,1439.41,Returning,Cash
INV1000298,2025-02-19 17:56:05,STR006,PRD0106,Shoes,3,5904.55,20,1391.15,Returning,Card
INV1000299,2024-05-09 08:06:05,STR007,PRD0093,Shoes,3,809.22,10,1531.72,Returning,Card
INV1000300,2025-10-23 20:50:05,STR025,PRD0013,Clothing,3,4229.63,5,167.79,Returning,Cash
INV1000301,2024-12-08 20:26:05,STR002,PRD0041,Accessories,5,2832.94,0,1211.22,Returning,Card
INV1000302,2025-02-06 19:43:05,STR031,PRD0091,Shoes,2,1023.15,0,362.9,New,Cash
INV1000303,2024-09-03 21:55:05,STR045,PRD0071,Accessories,1,7303.77,0,546.94,New,Card
INV1000304,2025-09-28 04:18:05,STR010,PRD0007,Clothing,2,2123.73,0,1743.16,New,Cash
INV1000305,2025-01-01 01:11:05,STR041,PRD0038,Clothing,7,4896.76,0,1261.71,New,Card
INV1000306,2024-08-16 01:09:05,STR012,PRD0048,Accessories,2,8889.28,5,595.34,New,Cash
INV1000307,2025-05-28 00:28:05,STR049,PRD0090,Shoes,3,5605.77,0,158.11,New,Cash
INV1000308,2025-03-21 03:36:05,STR025,PRD0105,Shoes,2,4562.59,10,720.02,Returning,Cash
INV1000309,2025-10-14 02:49:05,STR046,PRD0005,Clothing,4,2759.46,15,1739.46,New,Digital
INV1000310,2025-10-19 23:52:05,STR014,PRD0104,Shoes,5,2187.63,0,915.32,Returning,Digital
INV1000311,2024-08-29 02:09:05,STR005,PRD0012,Clothing,1,2246.45,0,1016.65,Returning,Card
INV1000312,2025-07-15 03:28:05,STR034,PRD0101,Shoes,1,3821.08,0,117.65,Returning,Card
INV1000313,2025-01-13 22:04:05,STR007,PRD0101,Shoes,4,2859.87,0,123.55,Returning,Card
INV1000314,2025-01-04 18:05:05,STR012,PRD0036,Clothing,5,2313.38,10,1203.22,New,Card
INV1000315,2025-04-07 07:24:05,STR024,PRD0003,Clothing,3,2020.4,0,695.68,New,Digital
INV1000316,2024-08-22 05:06:05,STR009,PRD0039,Clothing,4,4883.99,15,1697.71,Returning,Cash
INV1000317,2024-12-07 06:43:05,STR014,PRD0106,Shoes,5,3731.63,5,1309.64,Returning,Card
INV1000318,2024-06-13 06:43:05,STR050,PRD0109,Shoes,1,4574.86,0,988.5,New,Cash
INV1000319,2024-12-31 04:39:05,STR024,PRD0091,Shoes,4,2233.59,5,292.1,Returning,Card
INV1000320,2024-08-11 05:33:05,STR012,PRD0112,Shoes,3,4216.99,0,612.77,New,Card
INV1000321,2025-10-13 20:57:05,STR037,PRD0100,Shoes,4,7747.41,10,1983.39,Returning,Digital
INV1000322,2023-11-28 20:56:05,STR044,PRD0002,Clothing,6,2633.44,0,125.82,Returning,Card
INV1000323,2025-08-20 00:17:05,STR023,PRD0059,Accessories,1,2744.39,10,405.0,New,Digital
INV1000324,2024-03-10 00:44:05,STR024,PRD0072,Accessories,3,6579.22,0,1974.04,Returning,Digital
INV1000325,2024-04-22 02:28:05,STR017,PRD0084,Shoes,1,5919.88,0,2089.29,Returning,Digital
INV1000326,2025-09-22 00:58:05,STR039,PRD0052,Accessories,3,6707.14,10,534.07,Returning,Card
INV1000327,2024-11-06 05:25:05,STR048,PRD0005,Clothing,5,3123.61,15,1796.01,Returning,Digital
INV1000328,2024-08-11 05:31:05,STR043,PRD0113,Shoes,3,4819.39,5,964.41,Returning,Digital
INV1000329,2025-01-24 06:36:05,STR042,PRD0012,Clothing,3,1500.14,20,942.85,New,Cash
INV1000330,2024-02-01 01:36:05,STR031,PRD0007,Clothing,3,4398.77,25,1855.15,Returning,Card
INV1000331,2024-06-12 23:06:05,STR020,PRD0053,Accessories,3,824.4,0,693.3,Returning,Digital
INV1000332,2024-10-26 03:51:05,STR010,PRD0041,Accessories,5,8665.22,0,1254.74,New,Cash
INV1000333,2024-02-18 20:19:05,STR049,PRD0100,Shoes,5,2013.96,5,1919.08,Returning,Digital
INV1000334,2023-12-05 08:00:05,STR025,PRD0001,Clothing,4,669.76,0,1156.81,Returning,Card
INV1000335,2024-12-17 02:17:05,STR016,PRD0029,Clothing,3,3620.86,0,1603.76,Returning,Cash
INV1000336,2025-10-23 20:01:05,STR019,PRD0059,Accessories,4,7359.97,0,426.29,Returning,Cash
INV1000337,2023-12-13 03:12:05,STR026,PRD0003,Clothing,3,1527.88,0,679.13,Returning,Digital
INV1000338,2025-07-20 18:22:05,STR025,PRD0113,Shoes,4,5410.31,10,1165.16,Returning,Cash
INV1000339,2025-11-07 19:53:05,STR008,PRD0054,Accessories,6,4609.85,0,1596.64,Returning,Cash
INV1000340,2025-04-27 05:19:05,STR040,PRD0078,Accessories,4,7097.05,20,940.26,New,Cash
INV1000341,2024-06-13 23:25:05,STR013,PRD0078,Accessories,2,2237.57,5,879.69,New,Cash
INV1000342,2023-12-04 03:45:05,STR032,PRD0027,Clothing,3,3596.92,0,274.08,Returning,Digital
INV1000343,2025-03-01 21:56:05,STR005,PRD0093,Shoes,3,6009.75,10,1864.81,New,Cash
INV1000344,2024-03-17 19:34:05,STR003,PRD0110,Shoes,1,2892.08,0,2142.94,Returning,Card
INV1000345,2024-02-23 23:32:05,STR011,PRD0043,Accessories,3,3768.02,10,519.73,New,Card
INV1000346,2025-01-25 04:36:05,STR030,PRD0035,Clothing,1,4260.69,5,881.44,Returning,Cash
INV1000347,2025-10-15 00:51:05,STR011,PRD0014,Clothing,6,2372.12,15,495.14,Returning,Card
INV1000348,2025-04-02 19:36:05,STR044,PRD0113,Shoes,2,6837.46,0,1250.17,Returning,Cash
INV1000349,2025-07-03 05:16:05,STR042,PRD0041,Accessories,1,419.89,5,1650.65,Returning,Card
INV1000350,2024-08-01 01:02:05,STR034,PRD0089,Shoes,4,5844.18,10,228.57,Returning,Card
INV1000351,2024-04-29 02:34:05,STR036,PRD0115,Shoes,3,7912.1,10,1507.22,Returning,Digital
INV1000352,2024-01-11 01:54:05,STR005,PRD0097,Shoes,6,4339.87,25,1786.11,Returning,Cash
INV1000353,2025-02-19 22:47:05,STR030,PRD0057,Accessories,4,8072.23,20,416.34,New,Card
INV1000354,2025-08-15 03:59:05,STR036,PRD0071,Accessories,7,301.65,10,418.9,Returning,Card
INV1000355,2025-02-27 23:15:05,STR030,PRD0044,Accessories,4,3824.42,0,533.98,Returning,Card
INV1000356,2024-11-18 07:20:05,STR029,PRD0015,Clothing,4,938.47,0,1419.62,New,Cash
INV1000357,2024-05-30 19:39:05,STR046,PRD0096,Shoes,3,5995.23,10,695.36,New,Digital
INV1000358,2025-08-30 07:23:05,STR013,PRD0092,Shoes,3,3233.12,0,1425.06,Returning,Card
INV1000359,2025-05-17 04:43:05,STR043,PRD0076,Accessories,4,9575.05,5,727.23,Returning,Card
INV1000360,2024-03-30 19:04:05,STR033,PRD0100,Shoes,5,7432.37,5,1511.4,Returning,Card
INV1000361,2024-08-27 00:01:05,STR025,PRD0054,Accessories,3,9801.16,15,2192.35,Returning,Cash
INV1000362,2025-11-08 02:35:05,STR027,PRD0078,Accessories,5,7090.14,0,1068.39,New,Digital
INV1000363,2024-05-21 02:14:05,STR044,PRD0045,Accessories,4,9235.56,10,214.64,Returning,Digital
INV1000364,2025-11-17 00:23:05,STR049,PRD0046,Accessories,8,5754.12,25,560.27,Returning,Card
INV1000365,2024-05-02 22:23:05,STR002,PRD0049,Accessories,2,1709.67,0,1396.86,New,Cash
INV1000366,2024-03-04 03:35:05,STR019,PRD0027,Clothing,4,3891.17,15,224.54,Returning,Digital
INV1000367,2025-11-01 22:24:05,STR048,PRD0083,Shoes,9,4841.15,15,1083.63,Returning,Digital
INV1000368,2024-06-15 03:35:05,STR044,PRD0041,Accessories,3,9668.58,10,1181.91,Returning,Digital
INV1000369,2024-06-05 22:08:05,STR042,PRD0048,Accessories,1,7624.54,10,639.86,Returning,Cash
INV1000370,2024-08-16 19:50:05,STR048,PRD0066,Accessories,3,1457.73,0,1285.11,Returning,Cash
INV1000371,2025-07-23 18:29:05,STR030,PRD0091,Shoes,5,7549.96,20,251.59,Returning,Card
INV1000372,2024-10-11 01:54:05,STR032,PRD0102,Shoes,3,4923.27,15,1385.96,Returning,Cash
INV1000373,2025-09-29 23:01:05,STR035,PRD0069,Accessories,4,4213.15,20,657.23,New,Digital
INV1000374,2025-09-14 17:47:05,STR040,PRD0068,Accessories,5,4906.11,15,164.94,Returning,Digital
INV1000375,2024-12-15 08:30:05,STR040,PRD0080,Accessories,7,2665.12,20,463.94,New,Card
INV1000376,2024-09-19 08:21:05,STR050,PRD0048,Accessories,1,5288.8,5,630.34,Returning,Cash
INV1000377,2025-08-22 18:53:05,STR007,PRD0022,Clothing,3,4872.33,5,1582.42,Returning,Cash
INV1000378,2025-02-08 04:32:05,STR044,PRD0055,Accessories,4,8405.95,15,1174.49,New,Digital
INV1000379,2024-02-01 03:32:05,STR003,PRD0012,Clothing,2,829.62,0,923.62,Returning,Card
INV1000380,2023-11-27 04:26:05,STR026,PRD0056,Accessories,4,3369.12,0,1201.78,Returning,Cash
INV1000381,2024-09-04 06:39:05,STR033,PRD0014,Clothing,3,1804.26,10,513.32,Returning,Digital
INV1000382,2025-05-31 22:20:05,STR002,PRD0061,Accessories,3,1816.34,10,1758.22,Returning,Digital
INV1000383,2025-06-10 19:47:05,STR047,PRD0083,Shoes,1,3486.54,5,1428.38,New,Card
INV1000384,2024-11-06 21:06:05,STR035,PRD0071,Accessories,5,9485.7,10,461.74,New,Card
INV1000385,2024-01-15 07:28:05,STR017,PRD0025,Clothing,4,1015.8,5,2049.93,Returning,Cash
INV1000386,2024-10-23 22:48:05,STR043,PRD0009,Clothing,4,1628.09,5,792.52,New,Card
INV1000387,2025-10-31 02:49:05,STR013,PRD0041,Accessories,6,5012.85,10,1339.9,Returning,Digital
INV1000388,2025-09-06 23:57:05,STR011,PRD0001,Clothing,3,1909.47,10,1465.16,Returning,Card
INV1000389,2024-03-10 20:21:05,STR031,PRD0060,Accessories,3,4619.97,5,911.2,Returning,Digital
INV1000390,2024-02-07 04:44:05,STR009,PRD0115,Shoes,3,4678.05,20,1660.3,Returning,Card
INV1000391,2025-05-26 01:21:05,STR050,PRD0076,Accessories,1,2363.78,0,693.85,Returning,Cash
INV1000392,2025-04-25 19:05:05,STR050,PRD0076,Accessories,2,7412.3,5,780.5,Returning,Card
INV1000393,2024-05-22 03:16:05,STR040,PRD0088,Shoes,3,1994.07,5,1074.14,Returning,Cash
INV1000394,2024-07-14 18:56:05,STR047,PRD0062,Accessories,3,9410.0,15,1074.08,New,Cash
INV1000395,2025-09-14 22:46:05,STR024,PRD0050,Accessories,5,4855.84,0,778.79,Returning,Cash
INV1000396,2024-12-11 23:17:05,STR048,PRD0034,Clothing,5,3103.84,0,2003.61,Returning,Digital
INV1000397,2025-03-28 08:18:05,STR034,PRD0052,Accessories,1,3723.11,5,571.32,Returning,Cash
INV1000398,2024-05-29 20:03:05,STR011,PRD0030,Clothing,3,846.9,0,1318.65,Returning,Cash
INV1000399,2025-03-25 00:53:05,STR015,PRD0054,Accessories,3,8168.37,5,2045.24,New,Digital
INV1000400,2023-12-31 08:16:05,STR003,PRD0017,Clothing,6,3080.69,10,448.51,Returning,Card
INV1000401,2025-09-28 06:58:05,STR026,PRD0077,Accessories,3,9701.66,20,1938.8,Returning,Digital
INV1000402,2025-07-09 07:29:05,STR031,PRD0022,Clothing,1,1487.14,0,1375.55,Returning,Card
INV1000403,2024-01-29 21:04:05,STR011,PRD0093,Shoes,2,5736.26,5,1876.09,New,Cash
INV1000404,2025-03-22 08:19:05,STR033,PRD0088,Shoes,3,3822.52,0,918.38,Returning,Card
INV1000405,2025-05-26 06:40:05,STR049,PRD0016,Clothing,5,919.35,20,1207.78,Returning,Card
INV1000406,2025-03-28 06:29:05,STR024,PRD0112,Shoes,2,1112.76,0,607.6,Returning,Digital
INV1000407,2025-03-23 05:54:05,STR049,PRD0108,Shoes,2,5816.29,0,777.04,Returning,Card
INV1000408,2025-05-08 19:13:05,STR017,PRD0025,Clothing,1,524.61,0,2105.7,Returning,Cash
INV1000409,2024-08-05 22:34:05,STR021,PRD0053,Accessories,4,3814.02,10,523.4,Returning,Card
INV1000410,2025-06-13 00:51:05,STR018,PRD0088,Shoes,2,3661.67,5,941.51,Returning,Card
INV1000411,2025-09-25 19:27:05,STR020,PRD0074,Accessories,2,3640.26,10,755.25,Returning,Card
INV1000412,2025-06-06 03:24:05,STR011,PRD0013,Clothing,3,1465.06,0,144.44,Returning,Cash
INV1000413,2025-07-26 23:45:05,STR041,PRD0001,Clothing,2,4119.66,5,1484.93,New,Cash
INV1000414,2025-05-06 22:25:05,STR003,PRD0093,Shoes,4,3567.15,10,1915.96,New,Digital
INV1000415,2025-05-03 21:52:05,STR012,PRD0082,Shoes,6,4359.45,20,481.93,Returning,Card
INV1000416,2024-02-16 22:29:05,STR044,PRD0005,Clothing,5,2118.83,25,1592.26,Returning,Card
INV1000417,2025-06-04 22:26:05,STR013,PRD0067,Accessories,5,449.06,20,578.78,Returning,Card
INV1000418,2025-06-30 17:56:05,STR018,PRD0029,Clothing,3,3228.64,20,1501.27,Returning,Cash
INV1000419,2024-08-10 08:14:05,STR005,PRD0065,Accessories,5,3154.24,15,2005.64,Returning,Digital
INV1000420,2025-03-04 04:09:05,STR037,PRD0062,Accessories,3,7768.68,25,1451.53,Returning,Card
INV1000421,2024-10-09 00:02:05,STR025,PRD0082,Shoes,5,6478.32,10,532.19,Returning,Cash
INV1000422,2025-06-10 07:51:05,STR019,PRD0012,Clothing,2,2295.19,0,1165.68,Returning,Cash
INV1000423,2024-06-02 01:27:05,STR037,PRD0035,Clothing,1,1322.53,25,899.88,Returning,Digital
INV1000424,2024-03-08 19:38:05,STR013,PRD0107,Shoes,5,2597.81,0,326.75,Returning,Card
INV1000425,2025-03-27 23:19:05,STR040,PRD0001,Clothing,2,3939.1,0,1336.72,Returning,Digital
INV1000426,2025-04-26 22:05:05,STR037,PRD0112,Shoes,2,2778.08,15,524.27,New,Card
INV1000427,2024-05-17 00:47:05,STR035,PRD0005,Clothing,4,2761.14,10,1435.56,Returning,Card
INV1000428,2024-11-25 03:35:05,STR001,PRD0002,Clothing,4,3533.46,0,140.41,New,Card
INV1000429,2025-11-07 06:03:05,STR040,PRD0044,Accessories,5,3849.46,0,649.52,Returning,Card
INV1000430,2024-07-19 02:07:05,STR037,PRD0088,Shoes,1,2445.68,0,897.15,New,Digital
INV1000431,2025-08-27 02:14:05,STR031,PRD0104,Shoes,3,870.14,0,1085.08,Returning,Card
INV1000432,2024-05-05 17:53:05,STR017,PRD0072,Accessories,3,8627.47,0,1549.32,Returning,Cash
INV1000433,2024-08-09 22:41:05,STR048,PRD0043,Accessories,2,2819.76,5,503.22,New,Digital
INV1000434,2024-09-06 23:00:05,STR039,PRD0026,Clothing,3,3095.84,5,783.86,Returning,Digital
INV1000435,2024-04-17 06:50:05,STR029,PRD0114,Shoes,3,1364.53,5,459.42,Returning,Card
INV1000436,2024-07-10 23:00:05,STR037,PRD0052,Accessories,2,8534.34,0,412.66,New,Cash
INV1000437,2025-07-14 02:08:05,STR018,PRD0114,Shoes,2,4003.27,0,503.21,New,Digital
INV1000438,2024-02-09 20:50:05,STR009,PRD0094,Shoes,3,2489.32,10,812.49,New,Digital
INV1000439,2024-02-13 18:56:05,STR031,PRD0071,Accessories,3,822.11,5,555.15,New,Digital
INV1000440,2024-03-28 20:13:05,STR025,PRD0040,Clothing,1,1532.1,5,1310.73,New,Card
INV1000441,2024-08-25 02:08:05,STR021,PRD0111,Shoes,3,4228.31,5,2099.29,Returning,Card
INV1000442,2025-09-06 04:14:05,STR030,PRD0081,Shoes,3,6192.16,5,1342.66,Returning,Cash
INV1000443,2023-11-30 18:13:05,STR006,PRD0057,Accessories,4,3286.32,0,410.23,Returning,Cash
INV1000444,2024-09-15 02:54:05,STR032,PRD0097,Shoes,3,4234.88,5,1601.38,Returning,Card
INV1000445,2024-12-24 07:04:05,STR036,PRD0056,Accessories,4,4129.1,10,1087.99,Returning,Cash
INV1000446,2024-09-07 04:27:05,STR049,PRD0103,Shoes,8,7351.67,10,1566.91,Returning,Digital
INV1000447,2024-08-25 05:19:05,STR012,PRD0018,Clothing,3,1803.18,10,1286.39,Returning,Cash
INV1000448,2025-02-11 04:40:05,STR002,PRD0024,Clothing,1,4875.5,0,360.95,New,Card
INV1000449,2025-03-09 05:30:05,STR022,PRD0054,Accessories,5,3322.29,30,2104.8,New,Digital
INV1000450,2024-05-23 21:37:05,STR010,PRD0008,Clothing,3,1699.27,5,253.77,Returning,Digital
INV1000451,2024-07-31 04:42:05,STR008,PRD0099,Shoes,3,5945.71,25,1855.42,Returning,Digital
INV1000452,2024-05-01 04:26:05,STR014,PRD0061,Accessories,4,4074.49,25,2345.39,Returning,Card
INV1000453,2024-01-13 07:22:05,STR008,PRD0033,Clothing,1,2665.53,0,1028.8,Returning,Card
INV1000454,2024-01-03 03:30:05,STR018,PRD0075,Accessories,4,1460.6,0,1500.93,Returning,Cash
INV1000455,2024-11-01 08:28:05,STR050,PRD0012,Clothing,7,1619.25,10,1060.14,Returning,Cash
INV1000456,2025-06-14 06:21:05,STR035,PRD0102,Shoes,3,1573.22,0,1462.23,Returning,Cash
INV1000457,2025-11-13 01:15:05,STR025,PRD0046,Accessories,4,7326.67,0,488.22,Returning,Card
INV1000458,2025-06-09 19:44:05,STR021,PRD0094,Shoes,3,4172.44,5,1034.77,New,Cash
INV1000459,2024-12-13 04:51:05,STR017,PRD0070,Accessories,4,3860.99,10,487.14,Returning,Cash
INV1000460,2025-06-06 20:19:05,STR035,PRD0105,Shoes,2,3589.93,5,612.81,Returning,Card
INV1000461,2024-03-31 20:35:05,STR008,PRD0013,Clothing,2,2854.4,15,124.35,New,Cash
INV1000462,2025-07-16 21:43:05,STR042,PRD0108,Shoes,1,3597.91,10,922.32,New,Digital
INV1000463,2025-09-04 18:03:05,STR014,PRD0084,Shoes,3,4338.12,0,2087.41,Returning,Digital
INV1000464,2024-01-01 04:44:05,STR024,PRD0102,Shoes,5,5900.72,0,1659.59,Returning,Digital
INV1000465,2025-05-12 03:55:05,STR007,PRD0013,Clothing,3,3763.27,0,152.32,Returning,Cash
INV1000466,2024-11-21 04:09:05,STR048,PRD0072,Accessories,6,4327.29,10,1593.06,New,Cash
INV1000467,2025-02-16 08:02:05,STR026,PRD0065,Accessories,8,3573.87,30,1468.78,Returning,Card
INV1000468,2025-05-31 21:04:05,STR041,PRD0056,Accessories,5,8313.7,0,1168.56,New,Digital
INV1000469,2023-12-07 01:48:05,STR029,PRD0051,Accessories,4,301.9,0,653.81,Returning,Cash
INV1000470,2025-04-27 02:16:05,STR050,PRD0106,Shoes,5,7592.1,20,1487.74,New,Card
INV1000471,2024-08-09 05:59:05,STR010,PRD0018,Clothing,1,1692.45,0,1409.68,Returning,Card
INV1000472,2025-04-03 07:37:05,STR014,PRD0094,Shoes,3,1355.85,5,838.85,Returning,Digital
INV1000473,2024-12-14 19:29:05,STR007,PRD0077,Accessories,6,6529.87,15,1497.58,Returning,Digital
INV1000474,2025-08-31 06:20:05,STR050,PRD0030,Clothing,4,3864.55,20,1421.41,Returning,Cash
INV1000475,2024-01-11 04:26:05,STR035,PRD0073,Accessories,3,1750.93,0,1766.79,Returning,Card
INV1000476,2024-10-29 19:10:05,STR006,PRD0029,Clothing,4,2443.71,0,1906.14,Returning,Cash
INV1000477,2025-03-27 01:52:05,STR026,PRD0065,Accessories,3,4514.56,15,1836.08,Returning,Card
INV1000478,2024-08-19 06:07:05,STR036,PRD0079,Accessories,4,9971.66,0,609.12,Returning,Card
INV1000479,2024-11-07 03:21:05,STR008,PRD0086,Shoes,3,3777.79,0,488.86,Returning,Card
INV1000480,2024-06-12 04:03:05,STR029,PRD0080,Accessories,2,1714.44,15,465.08,Returning,Digital
INV1000481,2024-09-09 18:01:05,STR004,PRD0032,Clothing,5,4770.23,20,1740.22,Returning,Card
INV1000482,2025-06-02 02:28:05,STR031,PRD0003,Clothing,2,1993.45,0,682.32,Returning,Card
INV1000483,2025-09-30 01:42:05,STR010,PRD0089,Shoes,2,5831.04,5,220.19,New,Cash
INV1000484,2024-01-28 00:22:05,STR045,PRD0080,Accessories,8,2931.43,25,560.62,Returning,Cash
INV1000485,2024-03-01 08:00:05,STR042,PRD0050,Accessories,2,2542.34,25,755.33,Returning,Card
INV1000486,2025-05-15 22:01:05,STR033,PRD0059,Accessories,2,5738.67,0,445.35,Returning,Cash
INV1000487,2025-04-16 22:31:05,STR023,PRD0088,Shoes,1,3333.77,0,1121.6,Returning,Digital
INV1000488,2024-12-27 03:48:05,STR002,PRD0072,Accessories,3,9506.43,0,1683.9,Returning,Card
INV1000489,2024-06-19 03:48:05,STR028,PRD0040,Clothing,3,4593.81,5,1115.23,Returning,Digital
INV1000490,2025-02-03 08:29:05,STR009,PRD0040,Clothing,3,3598.39,20,1387.83,Returning,Card
INV1000491,2023-12-21 06:00:05,STR047,PRD0016,Clothing,5,1328.61,0,1289.58,Returning,Digital
INV1000492,2024-05-27 18:28:05,STR041,PRD0095,Shoes,3,2771.33,0,245.34,Returning,Card
INV1000493,2024-02-10 05:29:05,STR040,PRD0030,Clothing,3,3183.62,0,1112.85,Returning,Card
INV1000494,2025-01-12 05:40:05,STR025,PRD0063,Accessories,3,4896.32,0,1002.44,Returning,Digital
INV1000495,2025-08-13 01:24:05,STR049,PRD0027,Clothing,5,797.61,30,323.41,Returning,Digital
INV1000496,2024-10-06 00:19:05,STR028,PRD0052,Accessories,7,7829.28,15,519.57,Returning,Card
INV1000497,2023-12-31 02:04:05,STR003,PRD0113,Shoes,8,7970.02,0,1058.98,New,Card
INV1000498,2025-08-09 07:43:05,STR020,PRD0100,Shoes,5,6758.87,5,1708.65,Returning,Card
INV1000499,2025-07-12 08:24:05,STR042,PRD0058,Accessories,1,1177.28,0,1485.73,Returning,Card
